lng,lat
-92.334656,38.944393
-122.29492095,47.69044571
119.447079,-5.149646
-112.00476,33.43545
106.97349,-6.257013
106.97349,-6.257013
106.97349,-6.257013
120.0,-5.0
106.97349,-6.257013
106.97349,-6.257013
-84.402071,42.704994
106.97349,-6.257013
106.829449,-6.176198
98.98437448,18.80117174
-88.89939,36.499787
-119.87928271,36.83482479
36.815164,-1.232949
36.815164,-1.232949
-118.402781,33.940733
-9.07452952,39.60066574
-76.607773,39.295824
107.028823,-6.275964
5.0792204,52.1193003
115.72650593,-33.31260377
-76.623935,39.295392
-84.522934,42.704602
106.732229,-6.236959
136.90178423,35.16831839
-104.715363,38.854502
105.273649,-5.373168
137.00922131,34.99316102
-118.30942869,34.05778827
106.816058,-6.157712
-80.19366,25.77427
-86.48043,35.435515
-104.68820565,38.72310323
-76.621678,39.264256
-85.145837,41.104579
-90.36042452,32.02394485
-120.44034853,34.91565887
-1.778816,50.850248
-77.0425218,38.8989071
-74.01635,40.7075
-73.986588,40.781261
-94.07140178,45.57629995
-73.05544567,41.59699735
-118.22548611,33.97493056
-73.983438,40.75022
-93.28796547,44.85878038
145.209746,-37.834758
106.876632,-6.329093
-58.443076,-34.552356
-121.774278,38.681124
-79.071099,35.911856
106.79992,-6.197248
-111.971099,33.37485
106.796888,-6.267345
100.379682,-0.313608
28.049558,-26.163206
57.503241,-20.163346
57.503241,-20.163346
-118.460079,33.990845
-80.19366,25.77427
-81.938959,34.961318
-2.249724,53.475022
-2.029393,52.504096
106.828889,-6.162337
106.833787,-6.166467
8.469569,49.479101
115.930539,-31.917816
-112.79821,49.67323
-46.641021,-23.577488
-96.966777,32.898532
-88.053917,42.160396
-84.438612,42.763243
-84.50525,38.037281
-113.982701,46.864978
-1.125117,52.631446
-122.14302,37.441883
-0.123919,51.521501
-117.912193,34.138099
-117.84093,34.154509
-118.25552731,34.11876484
-83.604088,41.647277
-81.069764,41.778718
-81.63099,41.480473
-91.20984411,30.69213938
-77.789488,42.256244
-87.81227406,41.92116315
-72.425186,40.890938
-81.8355006,41.31417811
